"","types","original_price","discount_price","original_level"
"21244","app",0.99,NA,"very low"
"21245","app",1.99,NA,"low"
"21246","app",2.99,29.68,"low"
"21247","app",4.99,NA,"moderate"
"21248","app",44.97,24.35,"very high"
"21249","app",12.99,NA,"high"
"21250","app",0,NA,"very low"
"21251","app",9.99,NA,"high"
"21252","app",5.99,NA,"moderate"
"21253","sub",14.99,0.99,"low"
"21254","sub",54.99,2.99,"very high"
"21255","sub",49.99,19.99,"very high"
"21256","sub",15.99,9.99,"low"
"21257","app",19.99,NA,"very high"
"21258","app",10,NA,"high"
"21259","app",18.99,NA,"very high"
"21260","app",3.99,155.44,"moderate"
"21261","app",1.99,NA,"low"
"21262","app",2.99,320.94,"low"
"21263","app",0.99,NA,"very low"
"21264","app",19.99,NA,"very high"
"21265","app",9.99,NA,"high"
"21266","app",0.99,NA,"very low"
"21267","app",0.99,NA,"very low"
"21268","app",29.99,NA,"very high"
"21269","app",6.99,58.71,"high"
"21270","app",14.99,NA,"very high"
"21271","app",19.99,58.47,"very high"
"21272","app",39.99,44.97,"very high"
"21273","app",1.99,35.91,"low"
"21274","app",3.99,NA,"moderate"
"21275","app",0,NA,"very low"
"21276","app",3.99,11.94,"moderate"
"21277","app",2.99,NA,"low"
"21278","app",4.99,150.02,"moderate"
"21279","app",7.99,NA,"high"
"21280","app",7.99,NA,"high"
"21281","app",1.99,60.08,"low"
"21282","app",1.99,NA,"low"
"21283","app",2.99,NA,"low"
"21284","app",0,NA,"very low"
"21285","app",3.99,NA,"moderate"
"21286","bundle",NA,38.95,"very high"
"21287","app",0,NA,"very low"
"21288","app",3.99,NA,"moderate"
"21289","bundle",3.96,2.76,"very low"
"21290","app",0.99,NA,"very low"
"21291","app",19.99,NA,"very high"
"21292","app",0.99,5.35,"very low"
"21293","app",4.99,NA,"moderate"
"21294","app",8.99,NA,"high"
"21295","app",4.99,12.36,"moderate"
"21296","app",NA,NA,"very high"
"21297","app",8.99,21.19,"high"
"21298","sub",19.99,2.99,"moderate"
"21299","sub",19.99,1.99,"moderate"
"21300","sub",9.99,19.99,"very low"
"21301","sub",39.99,19.99,"very high"
"21302","sub",14.99,29.99,"low"
"21303","sub",99.99,24.99,"very high"
"21304","sub",74.99,19.99,"very high"
"21305","app",2.99,NA,"low"
"21306","app",9.99,NA,"high"
"21307","app",19.99,120.58,"very high"
"21308","app",10.99,320.94,"high"
"21309","app",4.99,NA,"moderate"
"21310","app",3.99,NA,"moderate"
"21311","app",1.99,16.68,"low"
"21312","app",9.99,NA,"high"
"21313","app",9.99,11.03,"high"
"21314","app",14.99,NA,"very high"
"21315","app",NA,59.11,"very high"
"21316","app",4.99,NA,"moderate"
"21317","app",3.99,NA,"moderate"
"21318","app",4.99,54.45,"moderate"
"21319","app",9.99,0.99,"high"
"21320","app",14.99,19.99,"very high"
"21321","app",4.99,7.98,"moderate"
"21322","app",3.99,14.35,"moderate"
"21323","app",1.99,115.28,"low"
"21324","app",49.99,NA,"very high"
"21325","app",4.99,NA,"moderate"
"21326","app",9.99,NA,"high"
"21327","app",7.99,NA,"high"
"21328","app",1.99,NA,"low"
"21329","app",1.99,5.95,"low"
"21330","app",3.99,37.55,"moderate"
"21331","app",9.99,25.48,"high"
"21332","app",0,NA,"very low"
"21333","app",2.99,25.28,"low"
"21334","app",2.99,9.32,"low"
"21335","app",11.99,NA,"high"
"21336","app",1.99,NA,"low"
"21337","app",9.99,NA,"high"
"21338","app",19.99,NA,"very high"
"21339","app",7.99,NA,"high"
"21340","app",44.99,55.16,"very high"
"21341","app",8.99,NA,"high"
"21342","bundle",NA,11.03,"very high"
"21343","app",0.99,10.17,"very low"
"21344","app",2.99,NA,"low"
"21345","app",0.99,NA,"very low"
"21346","app",1.99,NA,"low"
"21347","app",0,NA,"very low"
"21348","app",0,NA,"very low"
"21349","app",0.99,NA,"very low"
"21350","app",3.99,63.73,"moderate"
"21351","app",4.99,NA,"moderate"
"21352","app",0,NA,"very low"
"21353","app",2.99,NA,"low"
"21354","app",3.99,NA,"moderate"
"21355","app",39.99,NA,"very high"
"21356","app",12.99,56.7,"high"
"21357","app",15.99,NA,"very high"
"21358","app",0,NA,"very low"
"21359","app",14.99,NA,"very high"
"21360","app",9.99,13.97,"high"
"21361","app",1.99,NA,"low"
"21362","app",0,NA,"very low"
"21363","app",9.99,NA,"high"
"21364","app",0,NA,"very low"
"21365","app",19.99,NA,"very high"
"21366","app",14.99,19.76,"very high"
"21367","app",9.99,23.17,"high"
"21368","app",2.99,NA,"low"
"21369","app",4.99,NA,"moderate"
"21370","app",3.99,NA,"moderate"
"21371","app",9.99,NA,"high"
"21372","app",3.99,NA,"moderate"
"21373","app",9.99,NA,"high"
"21374","app",12.99,NA,"high"
"21375","app",14.99,19.98,"very high"
"21376","app",19.99,NA,"very high"
"21377","app",0,NA,"very low"
"21378","bundle",NA,65.55,"very high"
"21379","app",6.99,NA,"high"
"21380","app",3.99,NA,"moderate"
"21381","app",0,NA,"very low"
"21382","app",9.99,NA,"high"
"21383","app",4.99,NA,"moderate"
"21384","app",12.92,4,"high"
"21385","bundle",59.88,16.65,"high"
"21386","app",0,NA,"very low"
"21387","app",0,NA,"very low"
"21388","app",7.99,NA,"high"
"21389","app",3.99,NA,"moderate"
"21390","app",1.99,2.68,"low"
"21391","app",4.99,104.88,"moderate"
"21392","app",4.99,NA,"moderate"
"21393","app",7.99,NA,"high"
"21394","app",19.99,NA,"very high"
"21395","bundle",NA,58.71,"very high"
"21396","app",3.99,22.05,"moderate"
"21397","app",2.99,9.98,"low"
"21398","app",19.99,NA,"very high"
"21399","app",12.99,NA,"high"
"21400","app",19.99,69.02,"very high"
"21401","app",29.99,NA,"very high"
"21402","app",0,NA,"very low"
"21403","app",14.99,NA,"very high"
"21404","app",0.99,NA,"very low"
"21405","app",0,NA,"very low"
"21406","app",0,NA,"very low"
"21407","app",29.99,NA,"very high"
"21408","app",6.99,NA,"high"
"21409","app",19.99,NA,"very high"
"21410","app",7.99,NA,"high"
"21411","app",19.99,21.67,"very high"
"21412","app",9.99,200.54,"high"
"21413","app",NA,NA,"very high"
"21414","app",9.99,4.99,"high"
"21415","app",NA,NA,"very high"
"21416","app",9.99,NA,"high"
"21417","app",14.99,NA,"very high"
"21418","app",6.99,16.77,"high"
"21419","app",4.99,17.58,"moderate"
"21420","app",14.99,NA,"very high"
"21421","app",14.99,NA,"very high"
"21422","app",30.97,36.68,"very high"
"21423","app",14.99,NA,"very high"
"21424","app",0,NA,"very low"
"21425","app",0,NA,"very low"
"21426","app",0,NA,"very low"
"21427","app",10.99,320.94,"high"
"21428","app",14.99,155.44,"very high"
"21429","app",19.99,90.23,"very high"
"21430","app",4.99,118.25,"moderate"
"21431","app",NA,NA,"very high"
"21432","app",9.99,NA,"high"
"21433","app",1.99,NA,"low"
"21434","app",17.99,12.58,"very high"
"21435","app",19.99,NA,"very high"
"21436","app",17.99,22.07,"very high"
"21437","app",8.99,NA,"high"
"21438","app",4.99,64.69,"moderate"
"21439","app",9.99,NA,"high"
"21440","app",59.99,23.95,"very high"
"21441","app",14.99,56.21,"very high"
"21442","app",19.99,NA,"very high"
"21443","app",19.99,23.38,"very high"
"21444","app",9.99,14.98,"high"
"21445","app",16.99,NA,"very high"
"21446","app",9.99,3.99,"high"
"21447","app",0,NA,"very low"
"21448","app",9.99,NA,"high"
"21449","app",5.99,26.36,"moderate"
"21450","app",3.99,26.36,"moderate"
"21451","app",19.99,NA,"very high"
"21452","app",7.99,16.97,"high"
"21453","app",9.99,NA,"high"
"21454","app",19.99,51.97,"very high"
"21455","app",0,NA,"very low"
"21456","app",39.99,233.94,"very high"
"21457","app",39.99,71.98,"very high"
"21458","app",14.99,18.38,"very high"
"21459","app",9.99,69.86,"high"
"21460","app",19.99,90.23,"very high"
"21461","app",0,NA,"very low"
"21462","app",0,NA,"very low"
"21463","app",0,NA,"very low"
"21464","app",59.99,NA,"very high"
"21465","app",1.99,251.58,"low"
"21466","app",0.99,NA,"very low"
"21467","app",7.99,NA,"high"
"21468","app",29.99,44.66,"very high"
"21469","app",4.99,NA,"moderate"
"21470","app",11.99,37.77,"high"
"21471","app",NA,NA,"very high"
"21472","app",4.99,5.6,"moderate"
"21473","app",39.99,44.23,"very high"
"21474","app",9.99,74.89,"high"
"21475","app",2.49,251.58,"low"
"21476","app",1.99,NA,"low"
"21477","app",14.99,50.33,"very high"
"21478","app",24.99,NA,"very high"
"21479","app",9.99,5.99,"high"
"21480","app",1.99,1.33,"low"
"21481","app",9.99,NA,"high"
"21482","app",0,7.18,"very low"
"21483","app",19.99,NA,"very high"
"21484","app",49.99,NA,"very high"
"21485","app",0,NA,"very low"
"21486","app",34.99,104.88,"very high"
"21487","app",9.99,NA,"high"
"21488","app",3.99,1.99,"moderate"
"21489","app",NA,20.16,"very high"
"21490","app",9.99,261.45,"high"
"21491","app",14.99,31.48,"very high"
"21492","app",59.99,NA,"very high"
"21493","app",9.99,NA,"high"
"21494","app",29.99,NA,"very high"
"21495","app",19.99,NA,"very high"
"21496","app",19.99,83.2,"very high"
"21497","app",14.99,17.98,"very high"
"21498","app",29.99,NA,"very high"
"21499","app",4.99,NA,"moderate"
"21500","app",9.99,NA,"high"
"21501","app",14.99,145.74,"very high"
"21502","app",6.99,NA,"high"
"21503","app",12.99,36.4,"high"
"21504","app",14.99,46.15,"very high"
"21505","app",19.99,NA,"very high"
"21506","app",19.99,NA,"very high"
"21507","app",4.99,5.98,"moderate"
"21508","app",9.99,NA,"high"
"21509","app",9.99,22.37,"high"
"21510","app",9.99,261.45,"high"
"21511","app",2.99,0.89,"low"
"21512","app",6.99,412.53,"high"
"21513","app",19.99,49.56,"very high"
"21514","app",14.99,NA,"very high"
"21515","app",24.99,173.38,"very high"
"21516","app",39.99,NA,"very high"
"21517","app",9.99,200.54,"high"
"21518","app",229.48,6.02,"very high"
"21519","app",15.99,NA,"very high"
"21520","app",4.99,1.64,"moderate"
"21521","app",9.99,NA,"high"
"21522","app",19.99,NA,"very high"
"21523","app",0,NA,"very low"
"21524","app",39.99,8.79,"very high"
"21525","app",19.99,9.99,"very high"
"21526","app",0.99,NA,"very low"
"21527","app",4.99,NA,"moderate"
"21528","app",9.99,3.29,"high"
"21529","app",19.99,NA,"very high"
"21530","app",0,NA,"very low"
"21531","app",NA,NA,"very high"
"21532","app",9.99,NA,"high"
"21533","app",14.99,707.84,"very high"
"21534","app",19.99,NA,"very high"
"21535","app",2.99,145.74,"low"
"21536","app",2.99,145.74,"low"
"21537","app",1.99,145.74,"low"
"21538","app",2.99,145.74,"low"
"21539","app",1.99,145.74,"low"
"21540","app",29.99,20.09,"very high"
"21541","app",6.99,15.37,"high"
"21542","app",19.99,NA,"very high"
"21543","app",9.99,68.28,"high"
"21544","app",4.99,NA,"moderate"
"21545","app",9.99,NA,"high"
"21546","app",9.99,NA,"high"
"21547","app",4.99,NA,"moderate"
"21548","sub",6.99,0.99,"very low"
"21549","app",39.99,NA,"very high"
"21550","app",54.99,NA,"very high"
"21551","app",0.99,69.03,"very low"
"21552","app",1.99,12.44,"low"
"21553","app",0.99,1.38,"very low"
"21554","app",0,NA,"very low"
"21555","app",6.99,NA,"high"
"21556","app",13.99,18.87,"high"
"21557","app",9.99,69.61,"high"
"21558","app",19.99,NA,"very high"
"21559","app",4.99,NA,"moderate"
"21560","app",9.99,NA,"high"
"21561","app",9.99,NA,"high"
"21562","app",9.99,261.45,"high"
"21563","app",9.99,NA,"high"
"21564","app",0,NA,"very low"
"21565","app",19.99,NA,"very high"
"21566","app",9.99,NA,"high"
"21567","app",11.96,4.18,"high"
"21568","app",5.99,NA,"moderate"
"21569","app",0,NA,"very low"
"21570","app",14.99,NA,"very high"
"21571","app",9.99,NA,"high"
"21572","app",0,NA,"very low"
"21573","app",12.99,NA,"high"
"21574","app",14.99,NA,"very high"
"21575","app",0,NA,"very low"
"21576","app",0,NA,"very low"
"21577","app",4.99,NA,"moderate"
"21578","app",19.99,NA,"very high"
"21579","app",6.99,NA,"high"
"21580","app",14.99,59.47,"very high"
"21581","app",32.86,16.41,"very high"
"21582","app",2.99,NA,"low"
"21583","app",4.99,NA,"moderate"
"21584","app",0,NA,"very low"
"21585","app",5.99,NA,"moderate"
"21586","app",2.99,NA,"low"
"21587","app",8.99,NA,"high"
"21588","app",624.74,10.47,"very high"
"21589","app",0,NA,"very low"
"21590","app",2.99,NA,"low"
"21591","app",0.99,NA,"very low"
"21592","bundle",89.9,22.27,"very high"
"21593","app",3.99,NA,"moderate"
"21594","app",1.99,4.41,"low"
"21595","app",4.99,NA,"moderate"
"21596","app",3.99,NA,"moderate"
"21597","app",0.99,NA,"very low"
"21598","app",4.99,NA,"moderate"
"21599","app",0.99,NA,"very low"
"21600","app",4.99,NA,"moderate"
"21601","app",0,NA,"very low"
"21602","app",0.99,5.97,"very low"
"21603","app",0,NA,"very low"
"21604","app",0.99,7.53,"very low"
"21605","app",3.99,NA,"moderate"
"21606","app",1.99,NA,"low"
"21607","app",6.99,NA,"high"
"21608","app",29.99,NA,"very high"
"21609","app",0.99,NA,"very low"
"21610","app",19.99,NA,"very high"
"21611","app",0.99,NA,"very low"
"21612","app",5.99,NA,"moderate"
"21613","app",0.99,NA,"very low"
"21614","app",0,NA,"very low"
"21615","app",5.99,NA,"moderate"
"21616","app",9.99,NA,"high"
"21617","app",9.99,79.1,"high"
"21618","bundle",NA,33.47,"very high"
"21619","app",12.99,NA,"high"
"21620","bundle",NA,12.98,"very high"
"21621","app",0,NA,"very low"
"21622","bundle",NA,12.97,"very high"
"21623","bundle",62.58,42.2,"high"
"21624","bundle",NA,16.68,"very high"
"21625","bundle",NA,26.98,"very high"
"21626","bundle",NA,7.98,"very high"
"21627","bundle",29.98,12.74,"moderate"
"21628","bundle",NA,3.98,"very high"
"21629","bundle",NA,33.21,"very high"
"21630","bundle",NA,6.97,"very high"
"21631","bundle",NA,1.8,"very high"
"21632","bundle",NA,6.91,"very high"
"21633","bundle",NA,4.43,"very high"
"21634","bundle",NA,5.41,"very high"
"21635","bundle",NA,21.58,"very high"
"21636","bundle",NA,15.21,"very high"
"21637","bundle",NA,4.8,"very high"
"21638","bundle",NA,12.57,"very high"
"21639","bundle",NA,24.87,"very high"
"21640","bundle",NA,5.18,"very high"
"21641","bundle",NA,10,"very high"
"21642","bundle",NA,5.09,"very high"
"21643","app",0,NA,"very low"
"21644","app",0.99,NA,"very low"
"21645","app",0.99,NA,"very low"
"21646","bundle",NA,10.36,"very high"
"21647","app",2.99,NA,"low"
"21648","app",1.99,NA,"low"
"21649","app",6.99,NA,"high"
"21650","app",0.99,58.17,"very low"
"21651","app",3.99,NA,"moderate"
"21652","app",5.99,NA,"moderate"
"21653","app",1.99,NA,"low"
"21654","app",0,NA,"very low"
"21655","app",34.93,12.2,"very high"
"21656","app",2.99,15.16,"low"
"21657","app",110.61,13.02,"very high"
"21658","app",3.99,3.48,"moderate"
"21659","app",1.99,10.67,"low"
"21660","app",9.99,NA,"high"
"21661","app",19.99,NA,"very high"
"21662","app",8.99,NA,"high"
"21663","app",9.77,NA,"high"
"21664","app",4.99,NA,"moderate"
"21665","app",17.9,12.36,"very high"
"21666","app",2.99,NA,"low"
"21667","app",3.99,NA,"moderate"
"21668","app",0.99,NA,"very low"
"21669","app",0,NA,"very low"
"21670","app",0,NA,"very low"
"21671","app",11.99,NA,"high"
"21672","app",0.99,NA,"very low"
"21673","app",19.99,22.37,"very high"
"21674","app",4.99,NA,"moderate"
"21675","app",3.99,NA,"moderate"
"21676","app",30.84,9.8,"very high"
"21677","app",9.99,NA,"high"
"21678","app",NA,NA,"very high"
"21679","app",8.99,2.06,"high"
"21680","app",9.99,NA,"high"
"21681","app",9.99,NA,"high"
"21682","app",5.99,1.19,"moderate"
"21683","app",1.99,NA,"low"
"21684","app",0,NA,"very low"
"21685","app",4.99,NA,"moderate"
"21686","app",1.99,NA,"low"
"21687","app",0.99,NA,"very low"
"21688","app",4.99,NA,"moderate"
"21689","app",2.99,NA,"low"
"21690","app",1.99,NA,"low"
"21691","app",0.99,NA,"very low"
"21692","app",2.99,NA,"low"
"21693","app",4.99,8.97,"moderate"
"21694","app",3.99,13.93,"moderate"
"21695","app",30.73,21.05,"very high"
"21696","app",9.99,14.38,"high"
"21697","app",0,NA,"very low"
"21698","app",0.99,NA,"very low"
"21699","app",11.99,14.38,"high"
"21700","app",9.99,NA,"high"
"21701","app",1.99,NA,"low"
"21702","app",0.99,1.38,"very low"
"21703","app",0,NA,"very low"
"21704","app",12.99,NA,"high"
"21705","app",0.99,NA,"very low"
"21706","app",0.99,NA,"very low"
"21707","app",2.99,NA,"low"
"21708","app",1.99,1.78,"low"
"21709","app",2.99,NA,"low"
"21710","app",8.99,NA,"high"
"21711","app",0,NA,"very low"
"21712","app",4.99,NA,"moderate"
"21713","app",0,NA,"very low"
"21714","app",0.99,NA,"very low"
"21715","app",0.99,NA,"very low"
"21716","app",10.99,16.18,"high"
"21717","app",1.99,NA,"low"
"21718","app",0,NA,"very low"
"21719","app",0,NA,"very low"
"21720","app",0,NA,"very low"
"21721","app",1.99,NA,"low"
"21722","app",3.97,2.36,"low"
"21723","app",0.99,NA,"very low"
"21724","app",4.99,NA,"moderate"
"21725","app",3.99,0.51,"moderate"
"21726","app",7.99,NA,"high"
"21727","app",13.99,NA,"high"
"21728","app",2.99,NA,"low"
"21729","app",2.99,NA,"low"
"21730","app",9.99,16.22,"high"
"21731","app",99.99,NA,"very high"
"21732","app",0.99,NA,"very low"
"21733","app",4.99,NA,"moderate"
"21734","app",8.99,NA,"high"
"21735","app",9.99,NA,"high"
"21736","app",3.99,150.02,"moderate"
"21737","app",0,NA,"very low"
"21738","app",0,NA,"very low"
"21739","app",1.99,NA,"low"
"21740","app",0,NA,"very low"
"21741","sub",9.99,4.99,"very low"
"21742","app",36.73,21.63,"very high"
"21743","app",0.99,0.89,"very low"
"21744","app",0.99,NA,"very low"
"21745","app",4.99,NA,"moderate"
"21746","app",14.99,NA,"very high"
"21747","app",1.99,NA,"low"
"21748","app",4.99,NA,"moderate"
"21749","app",0.99,NA,"very low"
"21750","app",9.99,NA,"high"
"21751","app",7.99,NA,"high"
"21752","app",24.99,NA,"very high"
"21753","app",4.99,8.46,"moderate"
"21754","app",19.99,NA,"very high"
"21755","app",1.99,NA,"low"
"21756","app",1.99,NA,"low"
"21757","app",4.99,NA,"moderate"
"21758","app",0,NA,"very low"
"21759","app",12.99,NA,"high"
"21760","app",0,NA,"very low"
"21761","app",2.99,NA,"low"
"21762","app",4.99,NA,"moderate"
"21763","app",4.99,NA,"moderate"
"21764","app",3.99,NA,"moderate"
"21765","app",9.99,11.68,"high"
"21766","app",0.99,NA,"very low"
"21767","app",1.99,NA,"low"
"21768","app",9.99,NA,"high"
"21769","app",1.99,NA,"low"
"21770","app",0,NA,"very low"
"21771","app",1.99,NA,"low"
"21772","app",0,NA,"very low"
"21773","app",0.99,NA,"very low"
"21774","app",0,NA,"very low"
"21775","app",0,NA,"very low"
"21776","app",4.99,NA,"moderate"
"21777","app",5.99,2.45,"moderate"
"21778","app",0,NA,"very low"
"21779","app",0.99,NA,"very low"
"21780","app",0,NA,"very low"
"21781","app",8.99,NA,"high"
"21782","app",0,NA,"very low"
"21783","app",0,NA,"very low"
"21784","app",0,NA,"very low"
"21785","app",2.99,NA,"low"
"21786","app",2.99,NA,"low"
"21787","app",2.99,NA,"low"
"21788","app",0,NA,"very low"
"21789","app",9.99,NA,"high"
"21790","app",0,NA,"very low"
"21791","app",4.99,6.68,"moderate"
"21792","app",4.99,7.99,"moderate"
"21793","app",0.99,NA,"very low"
"21794","app",0.99,0.49,"very low"
"21795","app",3.99,3.22,"moderate"
"21796","app",1.99,NA,"low"
"21797","app",5.99,0.59,"moderate"
"21798","app",0,NA,"very low"
"21799","app",4.99,NA,"moderate"
"21800","app",3.99,NA,"moderate"
"21801","app",3.99,NA,"moderate"
"21802","app",8.99,NA,"high"
"21803","app",2.99,NA,"low"
"21804","app",0.99,1.38,"very low"
"21805","app",9.99,NA,"high"
"21806","app",0.99,NA,"very low"
"21807","app",9.99,NA,"high"
"21808","app",4.99,NA,"moderate"
"21809","app",11.99,NA,"high"
"21810","app",1.99,2.38,"low"
"21811","app",8.99,NA,"high"
"21812","app",3.99,11.18,"moderate"
"21813","app",0,NA,"very low"
"21814","app",0.99,NA,"very low"
"21815","app",0.99,NA,"very low"
"21816","app",8.99,19.17,"high"
"21817","app",0.99,13.02,"very low"
"21818","app",3.99,NA,"moderate"
"21819","app",1.99,3.18,"low"
"21820","app",30.73,1.98,"very high"
"21821","app",0,NA,"very low"
"21822","app",0,NA,"very low"
"21823","app",5.99,NA,"moderate"
"21824","app",2.99,NA,"low"
"21825","app",2.99,NA,"low"
"21826","app",62.58,42.2,"very high"
"21827","app",1.99,15.27,"low"
"21828","app",0.99,2.07,"very low"
"21829","app",24.99,NA,"very high"
"21830","app",9.99,NA,"high"
"21831","app",0,NA,"very low"
"21832","app",2.99,NA,"low"
"21833","app",0.99,NA,"very low"
"21834","app",0,NA,"very low"
"21835","app",2.99,NA,"low"
"21836","app",5.99,35.2,"moderate"
"21837","app",0,NA,"very low"
"21838","app",0.99,NA,"very low"
"21839","app",4.99,NA,"moderate"
"21840","app",1.99,8.98,"low"
"21841","app",0.99,5.92,"very low"
"21842","sub",13.99,7.99,"low"
"21843","sub",39.99,6.99,"very high"
"21844","app",12.99,NA,"high"
"21845","app",9.99,NA,"high"
"21846","sub",4.99,7.99,"very low"
"21847","app",64.88,27.13,"very high"
"21848","app",3.99,NA,"moderate"
"21849","app",9.99,17.58,"high"
"21850","app",0.99,24.04,"very low"
"21851","app",1.99,NA,"low"
"21852","app",13.99,NA,"high"
"21853","app",11.99,NA,"high"
"21854","app",0,NA,"very low"
"21855","app",0,NA,"very low"
"21856","app",0.99,NA,"very low"
"21857","app",0.99,1.38,"very low"
"21858","app",0,NA,"very low"
"21859","app",1.99,103.77,"low"
"21860","app",264.9,92.8,"very high"
"21861","app",0,NA,"very low"
"21862","app",9.99,29.96,"high"
"21863","app",2.99,20.65,"low"
"21864","app",5.99,NA,"moderate"
"21865","app",9.99,NA,"high"
"21866","app",14.99,NA,"very high"
"21867","bundle",NA,44.16,"very high"
"21868","bundle",NA,16.13,"very high"
"21869","bundle",NA,31.48,"very high"
"21870","bundle",NA,130.68,"very high"
"21871","bundle",NA,1.18,"very high"
"21872","sub",11.99,9.99,"low"
"21873","sub",59.99,9.99,"very high"
"21874","app",0,NA,"very low"
"21875","app",11.99,39.88,"high"
"21876","app",9.99,NA,"high"
"21877","app",12.99,NA,"high"
"21878","app",17.99,NA,"very high"
"21879","app",10.99,NA,"high"
"21880","app",9.99,NA,"high"
"21881","app",9.99,NA,"high"
"21882","app",0,NA,"very low"
"21883","app",1.99,6.38,"low"
"21884","app",0,NA,"very low"
"21885","app",14.99,NA,"very high"
"21886","app",19.99,NA,"very high"
"21887","app",14.99,320.94,"very high"
"21888","app",1.99,NA,"low"
"21889","app",39.99,NA,"very high"
"21890","app",12.99,19.98,"high"
"21891","app",15.99,NA,"very high"
"21892","app",9.99,NA,"high"
"21893","app",39.99,NA,"very high"
"21894","app",12.99,78.22,"high"
"21895","app",0,NA,"very low"
"21896","app",14.99,NA,"very high"
"21897","app",9.99,11.98,"high"
"21898","app",9.99,NA,"high"
"21899","app",10.99,67.09,"high"
"21900","app",5.99,NA,"moderate"
"21901","app",1.99,NA,"low"
"21902","bundle",NA,10.38,"very high"
"21903","app",1.99,NA,"low"
"21904","app",4.99,118.25,"moderate"
"21905","app",1.99,NA,"low"
"21906","app",9.99,27.26,"high"
"21907","app",0,NA,"very low"
"21908","app",0,NA,"very low"
"21909","app",0,NA,"very low"
"21910","app",9.99,NA,"high"
"21911","app",19.99,NA,"very high"
"21912","app",9.99,NA,"high"
"21913","app",9.99,NA,"high"
"21914","app",5.99,NA,"moderate"
"21915","app",4.99,5.98,"moderate"
"21916","app",0,NA,"very low"
"21917","app",0,NA,"very low"
"21918","app",4.99,NA,"moderate"
"21919","app",2.99,118.61,"low"
"21920","app",1.99,NA,"low"
"21921","app",14.99,NA,"very high"
"21922","app",0.99,18.28,"very low"
"21923","app",4.99,67.9,"moderate"
"21924","app",3.99,NA,"moderate"
"21925","app",15.99,NA,"very high"
"21926","app",9.99,NA,"high"
"21927","app",3.99,150.02,"moderate"
"21928","app",12.99,NA,"high"
"21929","app",49.99,NA,"very high"
"21930","app",4.99,16.17,"moderate"
"21931","app",1.99,2.78,"low"
"21932","app",0.99,NA,"very low"
"21933","app",3.99,NA,"moderate"
"21934","app",9.99,NA,"high"
"21935","app",19.99,NA,"very high"
"21936","app",6.99,2.09,"high"
"21937","app",17.97,11.85,"very high"
"21938","app",0.99,NA,"very low"
"21939","app",6.99,11.37,"high"
"21940","app",3.99,NA,"moderate"
"21941","app",9.99,NA,"high"
"21942","app",0,NA,"very low"
"21943","app",0.99,NA,"very low"
"21944","app",4.99,NA,"moderate"
"21945","app",0,NA,"very low"
"21946","app",2.99,NA,"low"
"21947","app",2.99,10.36,"low"
"21948","app",NA,NA,"very high"
"21949","app",0.99,NA,"very low"
"21950","app",2.99,NA,"low"
"21951","app",0,NA,"very low"
"21952","app",1.99,NA,"low"
"21953","app",0,NA,"very low"
"21954","app",2.99,NA,"low"
"21955","app",1.99,NA,"low"
"21956","app",3.99,NA,"moderate"
"21957","app",2.99,NA,"low"
"21958","app",5.99,27.88,"moderate"
"21959","app",0,NA,"very low"
"21960","app",0,NA,"very low"
"21961","app",2.99,NA,"low"
"21962","app",2.99,150.02,"low"
"21963","app",38.91,8.87,"very high"
"21964","app",0.99,NA,"very low"
"21965","app",0.99,NA,"very low"
"21966","app",4.99,0.49,"moderate"
"21967","app",6.99,NA,"high"
"21968","app",0.99,9.83,"very low"
"21969","app",0,NA,"very low"
"21970","app",96.28,1.18,"very high"
"21971","app",4.99,NA,"moderate"
"21972","app",2.99,63.73,"low"
"21973","app",514.39,40.25,"very high"
"21974","app",514.39,40.25,"very high"
"21975","app",1.99,NA,"low"
"21976","app",9.99,NA,"high"
"21977","app",514.39,40.25,"very high"
"21978","app",0,NA,"very low"
"21979","app",9.99,NA,"high"
"21980","app",9.99,NA,"high"
"21981","app",624.74,56.3,"very high"
"21982","app",0.99,NA,"very low"
"21983","app",2.99,NA,"low"
"21984","app",0.99,NA,"very low"
"21985","app",13.93,4.99,"high"
"21986","app",1.99,2.23,"low"
"21987","app",3.96,1.28,"low"
"21988","app",1.99,NA,"low"
"21989","app",6.99,NA,"high"
"21990","app",0,NA,"very low"
"21991","app",3.99,NA,"moderate"
"21992","app",1.99,1.39,"low"
"21993","app",4.99,NA,"moderate"
"21994","app",3.99,NA,"moderate"
"21995","app",8.99,NA,"high"
"21996","app",0,NA,"very low"
"21997","app",0.99,14.85,"very low"
"21998","app",0.99,NA,"very low"
"21999","app",0,NA,"very low"
"22000","app",2.99,0.5,"low"
"22001","app",4.99,NA,"moderate"
"22002","app",5.99,NA,"moderate"
"22003","app",0.99,10.67,"very low"
"22004","app",4.99,NA,"moderate"
"22005","app",1.99,5.07,"low"
"22006","app",6.99,NA,"high"
"22007","app",24.99,NA,"very high"
"22008","app",1.99,NA,"low"
"22009","app",10.99,NA,"high"
"22010","app",1.99,7.97,"low"
"22011","app",5.99,NA,"moderate"
"22012","app",0,10.99,"very low"
"22013","app",19.99,NA,"very high"
"22014","app",5.99,NA,"moderate"
"22015","app",0,NA,"very low"
"22016","app",0.99,NA,"very low"
"22017","app",0.99,NA,"very low"
"22018","app",1.99,NA,"low"
"22019","app",9.99,33.2,"high"
"22020","app",4.99,NA,"moderate"
"22021","app",3.99,24.15,"moderate"
